transaction_mismatch,fee_ratio,success_rate,gas_efficiency,block_sync_ratio,fee_inconsistency,cross_chain_disparity,gas_usage_anomaly,bug_detected,anomaly_score
0.0,0.0295552172694829,0.2394904741464381,0.0325794511266703,-0.1375316714455852,0.4755137557051356,0.0,1.1813920525103945e-12,0,2
0.0,0.1837112878558511,0.2287681535509807,0.0089514712191705,0.3614557994467667,0.098568347707195,0.0,1.276282980422876e-12,0,2
0.0,0.0638552993329863,0.2357826852568014,-0.022984213795329,0.6981542025085562,0.2079095038019283,0.0,1.4683652223790506e-12,0,2
0.0,0.1333901891992198,0.1576132270677993,0.0667503272001039,0.7168870165190603,-0.2948133625995537,0.0,1.615446160643397e-12,0,2
0.0,0.0557265179617098,-0.0284088438104775,0.133315566402902,0.7713789949093236,0.2713438735737578,0.0,1.7639648402397505e-12,0,2
0.0,0.0706276452209273,0.0192763456303,0.1213242213254281,0.7605057586311099,0.1550532939086935,0.0,1.9435387326074614e-12,0,2
0.0,0.0815909976192655,-0.0091479190990733,0.1311079724035446,0.7404602802811836,0.0694739526464939,0.0,2.1014027308618625e-12,0,2
0.0,0.0022418400929638,-0.0212632889558115,0.1378937664621484,0.7124841215472484,0.6884917173210551,0.0,2.251215377657023e-12,0,2
0.0,-0.002765311131717,0.0542765166869535,0.1034938103797,0.7140757270587977,0.7275240776429784,0.0,2.443010071346796e-12,0,2
0.0,0.1052754085790966,-0.0080376827980305,0.136073116619256,0.7427957289184056,-0.1154624141442405,0.0,2.6033182298656093e-12,0,2
0.0,0.3115162168786404,0.2293874659002451,-0.0049793913928056,0.7052261816371933,1.0992627822769978,0.0,-5.007653059381409e-13,0,2
0.0,-0.865049774728533,-0.7790169468013164,-0.8831333814110038,-0.2863221743190896,-0.3149537360565341,0.0,-0.9999999999981012,0,2
